descript,cTimeStamp,userId,postId
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2018-05-04 10:06:24,15,366
Beatus Multoque hoc melius nos veriusque quam Stoici,2017-09-21 07:34:51,13,513
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2021-05-11 03:46:26,11,344
Meis civibus si ad eorum cognitionem divina illa ingenia,2001-10-12 10:46:35,10,305
Vindicet et ipsius fortunae modice ferre doceat iniurias,2008-07-17 06:01:10,7,601
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2019-03-20 10:17:20,15,411
Epicuri sententia de voluptate a meque ei responsum,1990-04-16 06:00:15,9,5
Etiam oportet in eo quod semel admissum coerceri reprimique,2022-05-24 03:12:02,12,415
Iis servire qui vel utrisque litteris uti velint vel,1990-06-23 02:34:23,12,511
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,1994-12-24 06:47:35,7,193
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2018-11-07 09:34:50,13,364
Quem ad modum sit affectus eum necesse,2018-07-08 09:23:43,7,335
Cum eas voluptates quae ad amicos pertinerent negarent,2021-05-16 09:15:10,8,205
Desideraret quia quod dolore caret id in hominum,1990-06-22 10:18:25,11,543
Sunt sic inprobitas si cuius in mente consedit,1997-05-24 03:14:06,10,128
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2013-09-07 01:26:39,11,173
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2006-03-15 12:09:43,13,614
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,2015-07-03 12:01:36,11,161
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2017-09-17 08:12:58,13,58
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2009-01-10 09:45:53,10,580
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,1998-04-20 06:00:12,7,556
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2022-04-27 08:51:08,8,590
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2008-05-07 04:54:19,5,65
Nihil sane -- 'At si voluptas esset bonum desideraret,1990-11-02 08:05:48,5,40
Ei responsum cum C Triarius in,1994-06-11 07:52:06,11,223
Iucunde Neque enim civitas in seditione beata esse,2007-05-07 05:58:09,9,75
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2006-09-20 11:05:35,8,410
Vel eum iure reprehenderit qui in una virtute,2020-01-24 07:53:45,8,530
Malum dolorem idque instituit docere sic Omne animal simul atque,2007-12-09 05:56:46,10,373
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2017-02-15 07:11:45,10,504
Philosophia defensa et collaudata est cum esset accusata,2013-11-27 07:34:48,11,342
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2015-12-02 03:30:47,12,255
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2022-03-26 12:45:51,12,47
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,1991-10-19 12:24:25,14,39
Ille quidem utrumque Phaedrum autem etiam,2018-06-02 09:02:37,5,390
Ut cognoscerem quoniam mihi ea facultas ut id apte,2014-11-14 03:00:52,13,2
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,1996-04-01 03:04:38,7,383
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2010-10-19 08:59:14,10,327
Earum explicatis et ut dixi ad lineam,2000-06-08 09:47:09,14,16
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,1998-08-06 04:49:00,6,141
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2014-05-25 11:13:15,9,9
A natura ipsa iudicari Ea quid percipit aut quid,1999-02-10 07:39:00,11,470
Delectamur cum scribimus quis est tam invidus,1997-09-21 06:09:33,12,560
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2015-08-11 11:09:53,14,557
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,1991-06-04 05:28:39,6,416
Iucundo motu voluptatis Sin autem summa voluptas,2004-09-15 08:08:31,5,576
Malint modo legant illa ipsa ne simulent et,2001-07-21 06:28:09,12,570
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2008-03-06 08:08:02,12,465
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,1996-02-27 11:03:30,7,431
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2005-07-20 10:31:21,13,439
Sunt qua ante quam nati et ad eos,2002-12-12 05:21:25,9,608
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,2018-08-03 05:23:44,15,216
Divina illa ingenia transferrem Sed id,1999-02-12 11:13:15,6,139
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2015-03-05 09:35:28,13,606
Servire qui vel utrisque litteris uti velint vel si suas habent,1991-05-07 08:58:24,11,347
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2022-12-07 09:26:51,9,322
Et ortum esse e corpore et ad corpus referri,1994-01-24 08:05:42,10,450
Ponatur sed sine hoc institutionem omnino,2006-10-03 02:00:08,13,99
Ne simulent et iis servire qui vel,2006-12-01 11:00:26,9,387
Laetamur iis quae recordamur Stulti autem malorum memoria,2004-09-21 08:23:44,10,436
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,1996-08-08 01:14:13,9,464
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,2001-07-18 09:35:56,7,189
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2009-10-10 12:24:30,9,75
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2018-01-26 01:51:49,6,283
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,1999-10-01 07:22:48,14,396
Non placuit Epicuro medium esse quiddam inter dolorem,2015-09-01 05:16:46,14,457
Nec medium nec ultimum nec extremum sit ita ferri ut,1991-01-10 04:30:02,11,182
Rerum facilis est et ad usus civium non inutile nosque,2003-09-22 10:20:38,15,171
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,1998-02-09 09:36:19,7,224
Nisi nescio quam illam umbram quod appellant honestum non,1997-03-19 06:26:39,15,475
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,1997-03-16 01:33:39,14,205
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2013-09-22 05:44:03,8,270
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2011-01-05 06:30:21,9,512
Libris quaeritur qui sit finis quid,2017-06-03 10:01:44,6,26
Plurimum afferat Nam diligi et carum esse iucundum,2021-01-14 02:29:11,5,205
Tantum enim esse censet quantus videtur,1991-08-22 07:15:14,13,400
Malum est vivere cum dolore,2017-06-24 07:28:02,9,269
De finibus bonorum et malorum fere a,2023-10-09 05:43:04,11,409
Nihil afferrent quo iucundius id est voluptatem et dolorem,2003-07-09 09:45:02,6,280
Morbis impediri necesse est Animi autem morbi sunt cupiditates,1995-03-16 09:01:31,11,478
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2015-04-23 03:47:17,6,559
Ferrentur et ut dixi ad lineam numquam fore ut,2003-09-07 10:50:14,10,448
Iudicium retinent ne voluptate victi faciant id quod propositum,2012-08-25 10:01:03,11,511
Et urbane Stoicos irridente statua est in eo quod,2011-06-15 09:45:17,10,531
Non inviti legant Quis enim tam,2014-01-21 03:48:13,9,156
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2008-10-16 08:34:37,11,224
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2003-01-06 03:58:15,13,292
Beatus Multoque hoc melius nos veriusque quam Stoici,2006-05-02 10:42:35,5,214
Est nihil desiderare manum cum ita esset affecta secundum non recte si,1991-03-20 07:18:25,14,410
Meis civibus si ad eorum cognitionem divina illa ingenia,1990-04-10 06:16:39,14,550
Vindicet et ipsius fortunae modice ferre doceat iniurias,2013-08-05 02:59:45,6,70
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2017-04-25 04:14:02,13,166
Epicuri sententia de voluptate a meque ei responsum,2019-06-07 02:52:21,9,284
Etiam oportet in eo quod semel admissum coerceri reprimique,1999-09-23 02:00:57,11,422
Iis servire qui vel utrisque litteris uti velint vel,1991-12-24 04:00:31,10,512
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2006-04-02 05:00:04,12,488
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2016-06-22 06:13:30,15,225
Quem ad modum sit affectus eum necesse,2021-06-13 11:58:53,8,19
Cum eas voluptates quae ad amicos pertinerent negarent,1993-10-07 09:43:09,10,268
Desideraret quia quod dolore caret id in hominum,2011-08-13 08:29:50,8,607
Sunt sic inprobitas si cuius in mente consedit,2012-08-14 05:14:18,5,239
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2016-06-17 03:05:52,10,360
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2007-02-19 05:32:22,13,310
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,2015-08-06 09:14:17,8,278
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,1997-02-17 03:23:14,7,26
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2005-08-06 03:53:03,14,174
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2017-12-27 04:25:22,10,474
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2012-07-07 12:27:59,7,121
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2003-01-01 08:03:10,11,445
Nihil sane -- 'At si voluptas esset bonum desideraret,2003-12-18 06:51:02,10,411
Ei responsum cum C Triarius in,2013-05-06 09:23:26,10,82
Iucunde Neque enim civitas in seditione beata esse,2011-10-26 12:22:50,14,298
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2003-01-19 10:58:31,10,595
Vel eum iure reprehenderit qui in una virtute,2016-03-22 09:56:17,10,338
Malum dolorem idque instituit docere sic Omne animal simul atque,1999-06-24 05:44:21,8,71
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,1998-05-09 12:58:49,6,534
Philosophia defensa et collaudata est cum esset accusata,1993-11-10 05:19:32,12,148
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,1997-12-02 10:15:00,6,330
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2013-02-07 05:24:39,12,588
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,1999-01-05 12:17:16,10,65
Ille quidem utrumque Phaedrum autem etiam,1998-01-12 01:48:25,14,555
Ut cognoscerem quoniam mihi ea facultas ut id apte,1996-10-17 10:11:33,9,114
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,2008-11-04 03:18:11,15,532
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,1999-08-16 01:58:54,10,567
Earum explicatis et ut dixi ad lineam,2021-03-02 07:00:06,11,399
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2002-06-21 07:35:13,7,272
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,2004-03-27 04:11:02,11,454
A natura ipsa iudicari Ea quid percipit aut quid,2006-07-12 05:05:52,7,404
Delectamur cum scribimus quis est tam invidus,2021-09-24 09:52:32,7,4
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,2007-03-18 05:28:19,6,395
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2018-08-02 03:02:14,5,22
Iucundo motu voluptatis Sin autem summa voluptas,2001-08-21 02:56:16,7,86
Malint modo legant illa ipsa ne simulent et,2020-05-22 06:32:03,6,124
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,1994-12-19 03:52:57,14,138
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2000-06-06 11:27:51,6,478
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2006-07-06 05:59:37,9,385
Sunt qua ante quam nati et ad eos,2004-12-01 06:58:00,10,219
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,2013-09-07 05:32:36,7,488
Divina illa ingenia transferrem Sed id,2015-09-25 08:37:12,11,415
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2001-07-25 03:10:39,10,95
Servire qui vel utrisque litteris uti velint vel si suas habent,1994-08-05 03:03:14,6,21
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,1994-10-23 08:19:54,5,34
Et ortum esse e corpore et ad corpus referri,1990-06-09 05:29:44,9,292
Ponatur sed sine hoc institutionem omnino,1993-09-22 04:03:21,8,43
Ne simulent et iis servire qui vel,2009-02-01 04:05:12,8,263
Laetamur iis quae recordamur Stulti autem malorum memoria,2020-10-20 11:31:37,15,478
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,1991-03-04 11:36:53,8,348
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,1992-03-19 07:47:11,5,213
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,1998-07-18 05:04:04,11,370
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2016-08-25 05:04:50,9,163
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2007-01-05 01:01:47,9,312
Non placuit Epicuro medium esse quiddam inter dolorem,1992-04-26 03:13:10,15,71
Nec medium nec ultimum nec extremum sit ita ferri ut,2021-02-20 03:14:16,14,228
Rerum facilis est et ad usus civium non inutile nosque,2011-05-05 12:16:54,10,525
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,2018-08-11 10:50:24,12,354
Nisi nescio quam illam umbram quod appellant honestum non,1990-06-13 07:50:24,12,195
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2020-11-04 07:29:07,8,147
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2013-10-10 08:56:34,10,112
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2022-11-26 09:48:46,10,485
Libris quaeritur qui sit finis quid,1992-01-25 08:13:01,6,250
Plurimum afferat Nam diligi et carum esse iucundum,2020-09-21 05:44:39,15,284
Tantum enim esse censet quantus videtur,2015-10-12 07:32:12,9,414
Malum est vivere cum dolore,1998-07-11 03:32:00,13,315
De finibus bonorum et malorum fere a,2022-07-08 06:18:21,7,207
Nihil afferrent quo iucundius id est voluptatem et dolorem,1997-03-19 06:06:15,12,206
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2023-04-22 09:00:19,13,160
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,1991-07-08 01:12:21,8,545
Ferrentur et ut dixi ad lineam numquam fore ut,2007-07-04 04:46:06,9,400
Iudicium retinent ne voluptate victi faciant id quod propositum,2017-12-16 07:09:15,10,77
Et urbane Stoicos irridente statua est in eo quod,2020-01-15 12:17:57,13,64
Non inviti legant Quis enim tam,2019-04-04 12:58:38,7,323
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2018-05-24 09:46:46,5,437
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,1998-07-10 09:25:50,11,606
Beatus Multoque hoc melius nos veriusque quam Stoici,2012-11-18 12:32:59,6,442
Est nihil desiderare manum cum ita esset affecta secundum non recte si,1991-12-26 02:34:47,7,366
Meis civibus si ad eorum cognitionem divina illa ingenia,1994-12-19 02:26:20,10,480
Vindicet et ipsius fortunae modice ferre doceat iniurias,2013-10-16 06:16:47,15,435
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2021-12-06 07:13:45,11,533
Epicuri sententia de voluptate a meque ei responsum,2011-11-26 09:05:29,6,586
Etiam oportet in eo quod semel admissum coerceri reprimique,1996-03-16 11:23:59,10,42
Iis servire qui vel utrisque litteris uti velint vel,2013-06-27 07:00:46,12,236
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,1997-01-21 04:08:03,12,260
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2008-02-09 11:13:58,8,52
Quem ad modum sit affectus eum necesse,2019-03-18 06:48:17,8,360
Cum eas voluptates quae ad amicos pertinerent negarent,2011-01-10 12:53:17,10,172
Desideraret quia quod dolore caret id in hominum,2017-05-16 07:49:15,14,270
Sunt sic inprobitas si cuius in mente consedit,1993-12-02 09:33:39,15,333
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,1999-03-24 12:22:16,12,309
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2008-04-26 06:17:31,7,525
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,2016-08-04 02:46:49,12,311
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2016-07-20 11:33:42,13,263
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2003-03-13 01:49:38,12,94
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2016-02-17 02:55:03,15,406
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,1997-01-12 12:54:36,11,350
